 Dados Cadastrais ,,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
 Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação de Mercado , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,EBITDA_2015,EBITDA_2016,EBITDA_2017,EBITDA_2018,EBITDA_2019,EBITDA_2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
 Lupatech , ON , LUPA3 ," R$120,543 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-2.80,-35.5%,-5.30,0.80,1.20,4.14, R$-   ,-R$1.47 ,0.0%,0%," R$145,071 "," R$128,818 "," R$19,176 "," R$109,642 ",0.89,-, Baixo Endividamento ,"-R$228,740 ","-R$41,556 ","-R$40,690 ","-R$43,499 ","-R$13,405 ","-R$43,613 ",-28%,"-R$14,632 ",54%,-145%,-30%,-7%,-8%,1.75,31/12/2021," R$13,224 "," 3,896 ", Liquidez Alta 
 Le Lis Blanc , ON , LLIS3 ," R$116,358 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,-0.10,-691.2%,54.00,-0.20,0.10,1.69, R$-   ,-R$11.68 ,0.0%,0%,"-R$527,724 "," R$1,730,784 "," R$34,155 "," R$1,696,629 ",-3.28,50.53, Patrimônio Líquido Negativo ," R$249,186 "," R$228,511 "," R$262,612 "," R$350,601 "," R$88,452 "," R$33,337 ",-33%," R$111,711 ",78%,12%,-291%,-37%,-53%,1.93,31/12/2021," R$2,377 "," 2,534 ", Liquidez Moderada 
 Joao Fortes , ON , JFEN3 ," R$104,152 ",-,-,Micro Cap," Alerta, Prejuízo ", Tradicional , Consumo cíclico , Construção civil , Incorporações ,-0.60,-181.4%,-2.90,-0.20,24.50,0.99, R$-   ,-R$1.80 ,0.0%,0%,"-R$558,856 "," R$598,970 "," R$20,063 "," R$578,907 ",-1.07,-, Patrimônio Líquido Negativo ,"-R$201,927 ","-R$386,392 ","-R$437,202 ","-R$403,301 ","-R$289,384 ","-R$198,851 ",0%," R$15,831 ",23%,191%,,-23%,-16%,-,31/12/2021," R$1,024 ", 924 , Liquidez Moderada 
 Recrusul , ON , RCSL3 ," R$103,124 ",-,-,Micro Cap," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-122.10,-0.8%,40.80,-5.40,3.00,2.63, R$-   ,-R$0.02 ,0.0%,0%,"-R$36,870 ", R$16 , R$662 ,-R$646 ,0.00,-0.26, Patrimônio Líquido Negativo ,"-R$4,961 ","-R$6,129 ","-R$25,992 ","-R$4,684 ", R$909 ," R$2,508 ",-187%,"-R$6,303 ",-,N/D,,3%,-3%,1.85,31/03/2022," R$26,888 "," 15,419 ", Liquidez Alta 
 Recrusul , PN , RCSL4 ," R$103,124 ",-,-,Micro Cap," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-33.40,-3.0%,40.80,-1.50,0.80,0.72, R$-   ,-R$0.02 ,0.0%,0%,"-R$36,870 ", R$16 , R$662 ,-R$646 ,0.00,-0.26, Patrimônio Líquido Negativo ,"-R$4,961 ","-R$6,129 ","-R$25,992 ","-R$4,684 ", R$909 ," R$2,508 ",-187%,"-R$6,303 ",-,N/D,,3%,-3%,1.74,31/03/2022," R$1,509 "," 2,062 ", Liquidez Moderada 
 PDG Realt , ON , PDGR3 ," R$72,144 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-0.40,-277.1%,-2.90,0.00,0.10,1.31, R$-   ,-R$3.63 ,0.0%,0%,"-R$5,150,439 "," R$1,122,993 "," R$84,886 "," R$1,038,107 ",-0.22,-, Patrimônio Líquido Negativo ,"-R$1,716,426 ","-R$4,533,000 ","-R$1,745,724 ","-R$359,089 ","-R$452,802 ","-R$351,807 ",-27%," R$24,652 ",2%,66%,,,-10%,1.63,31/12/2021," R$3,189 "," 1,509 ", Liquidez Moderada 
 BR Brokers , ON , BBRK3 ," R$64,691 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Intermediação imobiliária ,-1.00,-105.1%,-,1.40,0.50,0.83, R$-   ,-R$0.87 ,0.0%,0%," R$45,738 "," R$61,122 "," R$95,547 ","-R$34,425 ",1.34,-, Empresa com Mais Caixa que Dívida ,"-R$78,121 ","-R$110,588 ","-R$103,847 ","-R$61,673 ","-R$59,414 ", - ,-,"-R$39,849 ",-34%,N/D,-127%,-33%,-22%,2.06,31/03/2022," R$4,891 "," 4,531 ", Liquidez Moderada 
 Atompar , ON , ATOM3 ," R$55,225 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Tradicional , Outros , Outros , Outros ,9.10,11.0%,6.40,3.50,2.00,2.32, R$0.06 , R$0.26 ,2.6%,24%," R$15,816 ", R$-   ," R$17,887 ","-R$17,887 ",0.00,-3.09, Empresa com Mais Caixa que Dívida ,-R$163 , - , - , - ," R$2,502 "," R$5,798 ",-304%," R$9,703 ",3%,168%,42%,57%,23%,1.13,31/12/2021, R$284 , 317 , Liquidez Baixa 
 Rossi Resid , ON , RSID3 ," R$52,153 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-0.20,-659.8%,-1.70,-0.10,2.00,2.64, R$-   ,-R$17.42 ,0.0%,0%,"-R$822,553 "," R$588,807 "," R$3,921 "," R$584,886 ",-0.72,-, Patrimônio Líquido Negativo ,"-R$317,061 ","-R$292,287 ","-R$418,023 ","-R$427,388 ","-R$288,181 ","-R$379,767 ",4%,"-R$2,680 ",0%,0%,,-7505%,-35%,1.58,31/03/2022," R$7,558 "," 4,672 ", Liquidez Moderada 
 Atmasa , ON , ATMP3 ," R$50,745 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-0.40,-278.2%,-122.60,0.30,0.00,1.90, R$-   ,-R$5.29 ,0.0%,0%," R$154,553 "," R$332,906 "," R$26,908 "," R$305,998 ",2.15,-, Dívida Alta ," R$101,276 "," R$32,512 ","-R$144,017 "," R$12,812 ","-R$157,037 ","-R$2,910 ",-149%," R$44,983 ",14%,6%,-82%,-8%,-8%,0.74,31/12/2021, R$294 , 264 , Liquidez Baixa 
 IGB S/A , ON , IGBR3 ," R$33,263 ",-,-,Micro Cap," Alerta, Prejuízo ", Tradicional , Financeiro , Exploração de imóveis , Exploração de imóveis ,-0.40,-236.1%,-,0.00,6.30,26.60, R$-   ,-R$62.81 ,0.0%,0%,"-R$1,043,485 "," R$524,708 "," R$16,400 "," R$508,308 ",-0.50,-, Patrimônio Líquido Negativo , - , - , - , - , - , - ,-," R$10,196 ",-,N/D,,,-62%,1.40,30/09/2021, R$304 , 86 , Liquidez Baixa 
 B Tech Eqi , ON , BLUT3 ," R$13,518 ",-,-,Micro Cap," Alerta, Prejuízo ", Tradicional , Outros , Outros , Outros ,-2.20,-45.0%,-,0.30,-,0.96, R$-   ,-R$0.43 ,0.0%,0%," R$58,673 "," R$6,552 ", R$1 ," R$6,551 ",0.11,-, Baixo Endividamento , - , - , - , - , - , - ,-,"-R$1,954 ",0%,N/D,-13%,-3%,-5%,0.72,30/06/2021, R$711 , 994 , Liquidez Baixa 
 B Tech Eqi , PN , BLUT4 ," R$13,518 ",-,-,Micro Cap," Alerta, Prejuízo ", Tradicional , Outros , Outros , Outros ,-1.20,-81.5%,-,0.20,-,0.53, R$-   ,-R$0.43 ,0.0%,0%," R$58,673 "," R$6,552 ", R$1 ," R$6,551 ",0.11,-, Baixo Endividamento , - , - , - , - , - , - ,-,"-R$1,954 ",0%,N/D,-13%,-3%,-5%,1.44,30/06/2021," R$1,410 "," 1,768 ", Liquidez Moderada 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
